id,name
412,www.reynoldahouse.org
413,www.artnet.com/artists/andreas-de-islas
415,Fotografía Laura Torres
416,www.latinamericanart.com/
417,www.surdoc.cl/
418,www.mutualart.com/
419,www.artecolonialvenezuela.blogspot.com/
420,www.mali.pe/coleccionvirtual/
421,"RODRIGUEZ Moya, Inmaculada. La mirada del virrey. Iconografía del poder en la Nueva España. Castellon: Universidad Jaume I, 2003."
422,www.obrasustraidas-cusco.org/
423,"MOYA RODRIGUEZ, Inmaculada. El retrato en México, 1781-1867. Héroes, ciudadanos y emperadores para una nueva Nación. Sevilla: CSIC, 2006."
424,www.barbosa-stern.org/homepage.html
425,www.tigerishwaters.blogspot.ca
426,www.flickr.com/photos/tachidin/with/14891516763/
427,https://issuu.com/mortonsubastas/docs/979_antigu_edades_backal__julio 
429,https://issuu.com/mortonsubastas/docs/853_enero 
430,Inventario de bienes culturales muebles de Antioquia.
432,Inventario Convento de Santa Inés
433,Arte quiteño más allá de Quito
434,Colección Museo de Antioquia
435,"VALLIN, Rodolfo. Imágenes bajo cal y pañete. El sello editorial. Museo de arte moderno. Fiducafe, 2000."
436,"Instituto Colombiano de Cultura y Museo de Arte Colonial. Gregorio Vasquez de Arce y Ceballos. Coleccion de obras. Bogotá: MAC, 1996."
437,"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986"
438,"RESTREPO. Fernando. Los Figueroa: aproximación a su época y a su pintura. Bogotá: Villegas Editores, 1986."
439,"GÓMEZ Hurtado Álvaro y Gil-Tovar, Francisco. Arte virreinal en Bogotá. Bogotá: Villegas editores, 1987"
440,"GUTIÉRREZ Vallejo, Jaime. Iglesia Museo Santa Clara. Catálogo de la Colección. Bogotá: Instituto Colombiano de Cultura, 1995."
441,"Museo de Arte colonial. Banco de la Republica. Lecciones barrocas. Pinturas sobre la vidade la virgen de la eremita de Egipto. Bogotá: Banco de la República, 1990."
442,"MATEUS CORTES, Gustavo. Tesoros de Tunja. El arte de los siglos XVI-XVII-XVIII. Bogotá: Litografía Arco, 1989."
443,Fotografía Jaime Borja
444,"MENDOZA Varela, Eduardo. Dos siglos de pintura colonial colombiana. Bogotá: ediciones el sol y la luna, 1966."
445,LONDOÑO Vélez Santiago. Arte Colombiano. 3500 años de historia. Colección Banco de la República. Bogotá: Villegas editores. 2001.
446,Colección Museo Colonial
447,"VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística Agustína. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995."
448,"JARAMILLO de Zuleta, Pilar. En olor de santidad: aspectos del convento colonial 1680-1830. Santa Fé de Bogotá: Iglesia Museo de Santa Clara,1992."
449,Inventario Iglesia de San Ignacio: Jaime Borja
450,"FAJARDO de Rueda, martha, Alvarez White,  Maria cecilia, Gonzalez de Cala Marina, Baron Julio Cesar. Tesoros artísticos del convento de las carmelitas descalzas de Santafe de Bogotá: Universidad Nacional, Convenio Andres Bello, 2005."
451,Fotografía Escuela de Restauración Universidad Externado
452,"VALLIN, Rodolfo, Laura Vargas. Iglesia de San Juan de Dios. Bogotá: Arquidiócesis de Bogotá, 2004."
453,"AA.VV. Huellas de la Recoleccion. Agustínos recoletos IV Centenario. Bogotá: Panamerica, 2005."
454,"BORJA, Jaime. Arte Sacro. 450 años, Arquidiócesis de Bogotá. Bogotá: Consuelo Mendoza ediciones, 2012."
455,"Museo Nacional de Colombia. Historia e imágenes. Los Agustínos en Colombia, 400 años.  Bogotá: Museo Nacional, 2002."
456,"LOPEZ, Mercedes. Desde Roma por sevilla al Nuevo Reino de Granada. La compañia de jesus en tiempos coloniales. Bogotá: Museo de Arte colonial, 2004."
457,"HERNÁNDEZ DE ALBA, Guillermo. Teatro arte colonial. Primera Jornada en Santa fe de Bogotá. (S.E), Bogotá, 1937."
458,Fotografía María Cecilia Alvarez
459,"BORJA GOMEZ, Jaime Humberto; Toquita Constanza. El Cuerpo y la Mística. Las visiones de Jerónima. Bogotá: Museo de Arte Colonial, 2003."
460,"BUCI-GLUCKSMANN, Christine. Figuras de Éxtasis. Arte barroco en Colombia. Bogotá: Presidencia de la República, Ministerio de Relaciones Exteriores, Instituto Colombiano de Cultura, 1997."
461,"PERPETUO SOCORRO, Germán María. Historia del Monasterio de Carmelitas descalzas de san José de Bogotá y noticias breves de las hijas del Carmelo en Bogotá. Bogotá: Editorial Cromos, 1947."
462,"ARBELAEZ CAMACHO, Carlos; GIL TOVAR, Francisco. El arte colonial en Colombia. Bogotá: Ediciones sol y luna, 1968."
463,"AA. VV Museo Nacional, selección de obras. Bogotá: 1986."
464,"ARISMENDI Posada, Octavio. Chiquinquirá: 400 años. Bogotá: Fondo Cultural cafetero, 1986."
465,"SOLIS Y VALENZUELA,  Pedro. El desierto prodigioso. Ed Rubén Páez (imágenes tomo III). Bogotá: Caro y Cuervo, 1985."
466,"Museo de Arte Colonial. Barroco Neogranadino. Bogotá: MAC, Ministerio de Cultura., 2004."
467,"GIL TOVAR, Francisco. La obra de Gregorio Vásquez de Arce y Caballos Colección de obras. Bogotá: Museo de Arte Colonial, Instituto colombiano de Cultura, 1996"
468,"Museo Nacional de Colombia. Colección de Pintura. Bogotá: Museo Nacional de Colombia, 2004."
469,"CAICEDO, Aurelio. Popayán. Bogotá: Banco Cafetero, 1972"
470,Museo Soumaya. Viento detenido. Mitologias e historias en el arte del biombo. México: 1999.
471,"LOPEZ, María del Pilar. En torno al estrado.Credencial Historia."
472,Fotografía Constanza Villalobos
473,"Museo de Arte Colonial. Revelaciones, pintores de Santa Fe en tiempos de la colonia. Bogotá: 1989."
474,Colección Museo Santa Clara
475,"NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993."
476,Fotografía Inventario Iglesia de las Nieves – Jaime Borja
477,"DAZA, Gloria Ines. Herencia Colonial IV: Tunja. Bogotá: Fondo cultural del banco Cafetero, 1974."
478,"GIL TOVAR, Francisco. Historia y arte en el colegio mayor del rosario. Bogotá: Ediciones rosaristas, 1982."
479,Fotografía María del Rosario Leal
480,"RUEDA, Marta Fajardo de. El arte colonial neogranadino. CAB. Bogotá, 1999."
481,"ACUÑA, Luis Alberto. Siete ensayos sobre el arte colonial en la Nueva Granada. Bogotá: Editorial Kelly, 1973."
482,"ANDRADE Myriam Berbeo de, Constanza Fernandez, Maria Rosario Leal, Beatriz salazar. Iconografia y simbología de santos fundadores de ordenes en el patrimonio pictorico colonial de Colombia. Tesis, Universidad Jorge Tadeo Lozano, Bogotá, 1996."
483,"VIVES, Gustavo.  Inventario del patrimonio cultural de Antioquia. Tres tomos. Medellín: secretaria de educación y cultura de Antioquia, 1996."
484,MUÑOZ Mireya. Fundación para la conservación y restauración del patrimonio cultural colombiano. Inventario de bienes muebles. Santa Bárbara Tunja.
485,"AA. VV Instituto Nacional de Antropología e Historia. Monjas Coronadas. Vida conventual femenina en hispanoamerica. Mexico, 2004"
486,Fotografía Santiago Robledo
487,"GONZÁLEZ, Beatriz y Rodolfo Vallín Monjas Muertas. Colección Banco de la República Bogotá: Catálogo de Exposición, 2000."
488,Fotografía Banco de la República
489,Revista Credencial
490,Fotografía Patricia García
491,Inventario Iglesia de San Francisco (Constanza Villalobos)
492,Fotografía Santiago Paredes
493,Fotografia inventario Convento de Santa Inés
494,"ALVAREZ WHITE, María Cecilia. Chiquinquirá, Arte y Milagro. Bogotá: Presidencia de la República, Museo de Arte Moderno, 1986."
495,"AA.VV. Un arte Nuevo para un mundo Nuevo. La colección vireinal del Museo de América de Madrid en Bogotá. Bogotá, Museo de Arte Colonial, 2004."
496,Catálogo del inventario de la  Universidad de Los Andes.
497,MUÑOZ Mireya. Fundación para la conservación y restauración del patrimonio cultural colombiano.  Inventario de bienes muebles. Santa Clara - Tunja.
498,Inventario convento La Magadalena e Iglesia San Francisco Tunja
499,"BARNEY Cabrera, Eugenio (Dir Cientifico). Historia del Arte en Colombia. Tomo V. Bogotá: Salvat, 1986."
500,"BARNEY Cabrera, Eugenio (Dir Cientifico). Historia del Arte en Colombia. Tomo IV. Bogotá: Salvat, 1986."
501,"BARNEY Cabrera, Eugenio (Dir Cientifico). Historia del Arte en Colombia. Tomo III. Bogotá: Salvat, 1986."
502,MUÑOZ Mireya. Fundación para la conservación y restauración del patrimonio cultural colombiano.  Inventario de bienes muebles. Sopo.
503,Foto Julieta Manrique
504,Fotografía Maria Cristina Pérez
505,"BERMÚDEZ, Egberto. La Música en el arte colonial de Colombia. Bogotá: Fundación de Música, 1995."
506,"VILLEGAS, Benjamín. Tesoros del colegio Mayor del Nuestra señora del Rosario. Bogotá, Villegas Editores, 2003."
507,Fotografía Museo Arquidiocesano de Pamplona (Constanza Villalobos)
508,Revista Credencial No. 168
509,Revista Credencial No. 138
510,"Museo De Arte Colonial. Tota Pulchra. Exposición de la Inmaculada. Bogotá: Ministerio de Cultura, 1999."
511,AA. VV. Fundación para la conservación y restauración del patrimonio cultural colombiano.  Inventario de bienes muebles. Catedral - Tunja.
512,"CORRADINE, Alberto. Arte y Arquitectura en Santander. Primera y Segunda Etapas 1979-1982. Bogotá, Universidad Nacional de Colombia, 1986."
513,Inventario Museo del Seminario (Constanza Villalobos)
514,"ACOSTA, Olga. Milagrosas imágenes mariana en el Nuevo reino de Granada. Frankfurt: Vervuert, 2011."
515,"Museo de Arte Religioso. Santa Bárbara el conjuro de las tormentas. Bogotá: Banco de la República, 1992."
516,Inventario del Museo de Srte Religioso Duitama (CV)
517,https://issuu.com/mortonsubastas/docs/838_tradicional_mexicana_antigu__ed 
518,Colección María de Ferro
519,Taller Rodolfo Vallin
520,"WILD Toro, Alfred. La Virgen en Colombia Fe y Aventura. Santa Fe de Bogotá: Alfred Wild, 1997."
521,"VERA Patiño Spitzer, Silvia. Arte y Arquitectura religiosa en el Valle del Cauca. Cali: Silvia Vera Patiño Spitzer,2007."
522,https://issuu.com/mortonsubastas/docs/937_antigu_edades_web 
523,"PIÑEROS Corpas, Joaquín. Santiago Martínez Delgado el pintor, el humorista, el colombiano. Bogotá: Litografía Arco, 1974"
524,"SEBASTIÁN, Santiago. La Influencia de Rubens en la Nueva Granda. Cali: Editorial Franciscana, 1966."
525,GIRALDO Jaramillo Gabriel. Pinacotecas Bogotánas. Bogotá: Santafé 1956.
526,"AA.VV Catálogo de la Exposición Mariana pinturas y esculturas. Museo de Arte Colonial. Bogotá, 1954."
527,"GIRALDO Jaramillo Gabriel. La Pintura en Colombia. Fondo de Cultura Económica, 1948."
528,"GUERRERO Gómez, Juan de Jesús. Casa del Marqués de San Jorge. Santa Fe de Bogotá: Fondo de Promoción de la Cultura, 1993."
529,AA.VV. Catálogo de obras del Museo del Chicó. Bogotá.
530,Fotografía Museo del Carmen (Constanza Villalobos)
531,"ESCUDERO, Ximena. Arte en la historia de santo Domingo. Banco de los Andes, Quito, 1994."
532,Fotografía Edison Sahamuel
533,Fotografía inventario del Patrimonio de Cali
534,Colección Museo Francisco Cristóbal Toro
535,Fotografía Colección Órden Dominica. (Juliette Andrea Rincón)
536,AA. VV. Arte Religioso de la Nueva Ganada catálogo de las exposiciones. Congreso Eucarístico Internacional (39 : 1968 Ago. : Bogotá)
537,"GUTIERREZ HACES, Juana; ANGELES, Pedro, Et Alt. Cristóbal de Villalpando (1649-1714). Catálogo razonado. México: Fondo Cultural Banamex, 1997."
538,Fotografía Alfonso SJ
539,Catálogo
540,Valery Taylor Gallery
541,Abby aldrich rockefeller folk art center Art Museum
542,"RUMFORD, Beatrix. American Folk Portraits: Paintings and Drawings From de Abby Folk Art Center. Williamsburg: Abby Folk Art Center, 1981."
543,WWW: Dereck Johns Ltd.
544,"STRATTON-PRUITT, Suzanne. El arte de la pintura en quito colonial. Saint Joseph´s University Press. Filadelfia, 2011."
545,www.denverartmuseum.org/collections/spanish-colonial-art
546,www.soumaya.com.mx
547,"Ruiz Gomar, Rogelio. Nuevas noticias sobre los Ramírez, artistas novohispanos del siglo XVII. Instituto de investigaciones estéticas, unam. Anales del instituto de investigaciones estéticas, núm. 77, 2000"
548,"Museo Nacional de Historia. Los pinceles de la historia. El origen del reino de la Nueva España. México: Instituto Nacional de Bellas Artes, 1999."
549,"Bjelajac, David (2005). American Art. A cultural history. New Jersey: Pearson Education."
550,"DIAZ, Josep and Suzanne Stratton-Pruitt. Painting the divine. Images of Mary in the New Word. FrecoBooks, 2014"
551,"ALCALA, Luisa Elena, & BROWN, Jonathan (2014). Pintura en Hispanoamérica, 1550-1820. Madrid: Ediciones El Viso - Banamex."
552,"Museo Colonial. Catálogo del Museo Colonial, volumen I: pintura. Bogotá: Ministerio de Cultura, 2016. "
553,"REYES Retana, Graciela; CUADRIELLO, Jaime Et Alt (1994). Juegos de ingenio y agudeza. La pintura emblemática en la Nueva España. México: Museo Nacional de Arte, Conaculta."
554,"MORENO DE DAVILA, Eulalia. La colección pictórica del museo de las conceptas de Cuenca. Cuenca: Universidad de Azuay, 2005."
555,"Fomento Cultural Grupo Salinas. The Criollo in the Mirror. México, 2011"
556,www.arts-history.mx/blog/index.php/component/k2/itemlist/category/26-gabinetedeluz
557,"Oliveira Paiva, Eduardo França; Amantino, Marcia; Ivo, Isnara Pereira. Escravidão, mestiçagens, ambientes, paisagens e espaços. São Paulo: Annablume, 2011."
558,http://estudia-arte.blogspot.com › 2010
559,www.sothebys.com/es/auctions/ecatalogue/2011
560,"STASTNY, Francisco. Estudios de arte colonial vol. 1. Lima: IFEA, 2013."
561,"KASL, Ronda. Sacred Spain. Art  and bealief in the Spanish world. Indiana: Indianapolis Museum of art, 2009."
562,"PADILLa, Carmela (Ed.). Conexiones. Connections in spanish Colonial Art. Santa Fe: Museum os Spanish Colonial Art, 2002."
563,"Banco Central. La Virgen de dolores en el arte ecuatoriano. Joyas del barroco quiteño, colección Banco central del ecuador. Quito: Banco Central del Ecuador, 2008."
564,"PIERCE, Donna. Companion to Spanish Colonial Art at the Denver art Museum. Denver: Denver Art Museum, 2011."
565,"Union Latina. El retorno de los ángeles. Os Anjos estao de volta. Barroco de las cumbres em Bolivia. La Paz: Unión Latina, 1999."
566,"CASTELLO YTURBIDE, Teresa  (Et. Alt). El arte plumaria en México. México: Fomento cultural Banamex, 1993. "
567,"KATZEW, Ilona. Contested Visions in the spanish colonial world. Los Ángeles:  Los angeles County Museum of art, Yale University Press, 2011.
Miradas comparadas en los virreinatos de América. (versión español) México: inah, 2012"
568,"Arias José Carlos. Museo Nahim Isaias. Evidente y oculto. Viaje por la iconografía del arte colonial ecuatoriano. Guayaquil; Banco Central, 2008"
569,"PASTOR DE LA TORRE, Celso, Luis Enrique Tord. Perú: fe y arte en el virreinato. Cordoba: Publicacions Cajasur, 1999."
570,"ASTE, Richard. Behind closed Doors. Art in the Spanish American home, 1492-1898. Brooklyn Museum, 2014."
571,"STRATTON-PRUITT. Journeys to New World. Spanish and Portuguse colonial art in the Roberta and Richard Hubber Collection. New haven: Philadelphia Museum of Art, Yale University Press, 2013"
572,"CORDOVA, James M. The art of professin in Bourbon Mexico. Austin: the University of Texas Press, 2014."
573,"BURKE, Marcus, Treasures of mexican colonial painting. The davenport museum of art Collection. Davenport: Davenport Museum of art, 1998."
574,"DEAN, Carolyn. “Savage breast/salvaged breast: allegory, colonization, and wet-nursing in peru, 1532–1825” en  Woman and Art in Early Modern Latin America. Kellen Kee MacIntyre, Richard E. Phillips. BRILL, 2007"
575,"OCAÑA RUIZ, Sonia. Nuevas reflexiones sobre las pinturas incrustadas de concha y el trabajo deJuan y Miguel González. Anales del instituto de investigaciones estéticas, vol. xxxv, núm. 102, 2013."
576,http://www.coleccioncisneros.org/
577,"STASTNY, Francisco. The University as Cloister, Garden and Tree of Knowledge. An Iconographic Invention inthe University of Cuzco. Journal of the Warburg and Courtauld Institutes, Vol. 46 (1983), pp. 94-132"
578,Foto Pedro Querejazu
579,"KENNEDY Troya, Alexandra. criollización y secularización de la imagen quiteña (s. XVII – XVIII). Universidad estatal de cuenca. "
580,"BARGELLINI Clara. Frederic Edwin Church, Sor Pudenciana y Andrés López. Analesdel instituton de investigaciones estéticas, Unam, 1991."
581,"OCAÑA RUIZ, Sonia. Enconchados: gustos, estrategias. y precios en la Nueva España. Anales del Instituto de Investigaciones estéticas, Vol. XXXVII, NÚM. 106, 2015"
582,LEPAGE A. isabel de Cisneros in her own role. Woman and Art in Early Modern Latin America. 2006.
583,"RUIZ GOMAR, Rogelio. El pintor José Rodríguez Carnero (1649-1725). Nuevas noticias y bosquejo Biográfico. Anales de instituto de investigaciones estéticas, No. 70, 1997. "
584,"WEEKLEY, Carolyn J. Painters and paintings in the early American South. Williamsburg: The colonial Williamsburg Foundation and Yale University Press, 2013."
585,"HERNANDEZ, Juan Francisco; VILLALOBOS, Constanza, MATIZ, Paula.  Horror Vacui. Una colección de pintura barroca. Bogotá: Utadeo, 2017."
586,"PIERCE, Donnaa. Exploring New World Imagenry. Denvert: Denvert Art Museum, 2005"
587,"MUJICA Pinilla, Ramón. La imagen Transgredida. Estudios de iconografía peruana y sus poíticas de representación simbólica. Lima: fondo editorial del congreso del Perú, 2016."
588,"ORTIZ Islas, Ana (coord). Ad Maiorem Gloriam Dei. La compañía de Jesús promotora del arte. México: UIA, 2003"
589,"GONTAR, Cybele. Salazar: portraits of influence in spanish new orleans, 1785 – 1802. New Orleans: University of New Orleans Press, 2018"
590,"KENNEDY Troya, Alexandra; Ortíz Crespo, Alfonso. Recoleta de San Diego de Quito. Historia y restauración. Quito: Ediecuatorial, 2010"
591,"García, Lorenzo et Alt. El monasterio del Carmen de la Asunción de Cuenca. Quito: Banco Central del Ecuador, 1986. "
592,"Vásquez, María Antonieta, Ortíz Crespo, Alfonso. Historia y arte en El Tejar de la Merced. Quito: Fonsal, 2010"
593,"Stanfield-Mazzi, Maya. Objet and Apparition. Envisioning the Cristian Divine in the Colonial Andes. The University of Arizona Press, 2013"
594,"AA. VV. Ecuador Tradición y modernidad. Madrid: Biblioteca Nacional de Madrid, 2007. (sociedad Estatal para la acción cultural exterior). "
595,"Valiñas Francisco Manuel. La estrella del camino. Apuntes para el estudio del belen barroco quiteño. Quito: instituto Metropolitano de Patrimonio, 2011"
596,"Museo Nacional de San Carlos. El antiguo testamento en el arte novohispano. México: Conaculta, 2018"
597,"Stratton-Pruitt, Suzanne . El arte de la pintura en Bolivia colonial. Saint Joseph´s University Press Filadelfia, 2017."
598,"Mues Orts, Paula. La libertad del pincel. Universidad Iberoamericana, 2008."
599,"Banco Nacional de México. La colección pictórica del Banco nacional de México. Fomento cultural Banamex, 1992"
600,Ministerio de Cultura. El claustro de Nuestra señora de Mongui. Mincultura: 2018
601,"Ministerio de Educación. El galeón de Manila. Ministerio de cultura, España, 2000"
602,"Ilona katzew. LACMA Acquires a Major Work by the Bolivian Painter Mélchor Pérez Holguín, 2019. "
603,Banco de la República. Esplendor barroco en el Nuevo reino de Granada. Bogota: 2019
604,"Daniel Raisbeck Ed. Bicentenario de la independencia. Bogotá: Banco de la República, Credencial, 2019"
605,"Justo Estebaraz, Angel . El pintor quiteño Miguel de Santiago. Sevilla: Universidad de Sevilla"
606,"Florescano, Enrique. Espejo Mexicano. México: Fondo de Cultura Económica, 2003."
607,Cuerpo y religión en México barroco
608,"Marta Penhos. Ver, conocer, dominar. Buenos Aires: Siglo XXI."
609,"Elisa Vargas-Lugo & Marco Diaz. Historia, leyenda y tradición, en una serie franciscana"
610,Vargas OP: Fray José Maria. El arte ecuatoriano Biblioteca ecuatoriana mínima. Quito: 1960
611,"Carcelén, Ximena ed. Esplendor del barroco quiteño. Quito, convento santa Clara, 2011"
612,"Morales, Velia. Rodrigo de la Piedra y su familia. Noticias preliminares acerca de un pintor del siglo XVII"
613,"Moreno, Agustín. Quito eterno, quito moderno. Quito: Imprenta don Bosco, 2013"
614,"Raisbeck, Daniel Ed. Bicentenario de la independencia. Bogotá: Banco de la República, Credencial, 2019."
615,Fotografía Rayiv Torres
616,"Katzew, Ilona (ed.). Pintado en México 1700-1790: Pinxit Mexici. México: Lacma- Fondo cultural Banamex, 2017."
617,"CERVANTES, Fernando; REDDEN, Andrew (ed.). Angels, demons and the new world. Cambridge University Press, 2013."
618,https://tucsonmuseumofart.pastperfectonline.com/webobject/
619,"VARGAS, Jose Maria, Guia de la cathedral metropolitan y el museo arzobispal. Quito: artes gráficas señal, 1983"
620,"JUSTO ESTEBARANZ, Ángel. Pintura y sociedad en el siglo XVII. Quito: Pontificia universidad católica del Ecuador, 2011"
621,"HUGHES, Robert. American visions: The epic history of art in America. New York: Alfred A. Knopf, 1997."
622,"VARGAS, José María. Arte religioso ecuatoriano. Edit. Casa de la Cultura Ecuatoriana, 1956."
623,https://issuu.com/publicacionesaecid/docs/pdf_catalogo_museo_colonial_preliminar_a
624,Fotografía Francisco Murcia
625,Fotografía Catalina Salguero
626,Fotografía Manuel Amaya
627,Fotografía Camilo Uribe
628,Fotografía Camilo Andrés Moreno Bogoya
629,Fotografía Janeth Rodríguez 
630,Fotografía Francisco Campo
631,"ALONSO PÉREZ, Carlos. ""Retratos de monjas profesas de conventos de la ciudad de Puebla, 1720-1821 : un análisis iconográfico"". (Tesis de Maestría). 2011. Universidad Nacional Autónoma de México, México. Recuperado de https://repositorio.unam.mx/contenidos/77388"
632,"DE LA MAZA, Francisco, et al. Juan de Herrera y un cuadro flamenco en la Catedral de México. En Anales del Instituto de Investigaciones Estéticas. "
633,https://www.banrepcultural.org/coleccion-de-arte/
634,"MOYA, Inmaculada Rodríguez. Los retratos de los monarcas españoles en la Nueva España. Siglos XVI-XIX. En Anales del Museo de América. Subdirección General de Documentación y Publicaciones, 2001."
635,https://mnh.inah.gob.mx/
636,Galería de arte nacional. Colección de pinturas de los siglos XVII y XVIII. Serie catálogo general
637,"Pérez Vejo, Tomas. Del Barroco al neoclásico o del retrato de estatus al de condición, 2017"
638,http://www.portalguarani.com
639,https://tallersanpedrodelima.wordpress.com/
640,https://artecolonial.wordpress.com/
641,http://www.cdbp.patrimoniocultural.gob.cl/652/articles-26008_archivo_01.pdf
642,Fotografía Viviana Arce
643,"Márquez, Óscar Reyes Retana. ""Las pinturas de Juan Patricio Morlete Ruiz en Malta."" In Anales del Instituto de Investigaciones Estéticas, no. 68, pp. 113-125. Instituto de Investigaciones Estéticas, 1996."
644,Libro Mexit
645,https://www.excelsiorcalifornia.com/2011/11/15/arte-arte-colonial-y-prehispnico-en-lacma/
646,Coleccion privada (Estrada Narvaez)
35,https://pinturascolonialesvenezolanas.wordpress.com/
44,"Carmen V. Vidaurre & Nicolás Sergio Ramos. Arquitectura y arte Barroco en Guadalajara, Nueva Galicia, Tomo II. Universidad de Guadalajara, 2006."
51,"Carmen V. Vidaurre & Nicolás Sergio Ramos. Arquitectura y arte Barroco en Guadalajara, Nueva Galicia, Tomo I. Universidad de Guadalajara, 2006."
52,"Almerindo Ojeda. Catálogo exposición De Amberes Al Cusco: El Grabado Europeo Como Fuente del Arte Virreinal. Pessca, 2009. "
55,"Alejandro Andrade, et Alt. Guía de patrimonio religioso de la ciudad de Puebla. Ayuntamiento de Puebla, 2015."
,
57,"OLIVEIRA, Carla Mary S. O Barroco na Paraíba: arte, religião e conquista. Editora Universitária/UFPB; IESP, 2003."
61,"MONTES GONZÁLEZ, Francisco. Pintura virreinal americana en Sevilla. Contextos, historiografía y nuevas aportaciones. Archivo Hispalense, 2008, vol. 276, no 278, p. 371-373."
70,"Colegio de Michoacán, Pintura Virreinal en Michoacán, volumen I, 2011"
73,Pinturas Colombia
74,Mediateca del Inah https://mediateca.inah.gob.mx/
75,Catálogo exposición Cicatrices de la fe.
76,Christie's colection Web
77,"Equipo Libros de la corte. Introducción Monográfico Nº 5 de Libros de la Corte: Tejiendo redes–Acortando distancias. Arte entre España e Hispanoamérica. Libros de la Corte. es, 2017."
78,Morton subastas
79,"Débora Holtz. De todo corazón. México: Trilce ediciones, 2009"
80,"Jaime EguigurenArt & Antiques, web"
81,Alcalá Subastas Web
82,Abalarte subastas Web
83,La Suite subastas Web
84,Winterthur Museum Web
85,Fundación Luis Muñoz https://luismunozmarin.org/
86,https://autogiro.cronicaurbana.com/es/pagan-149-mil-dolares-por-un-campeche/
87,Museo de Arte de Puertro Rico. https://www.mapr.org/
88,https://www.puertoricoartnews.com/2018/10/15-pinturas-de-jose-campeche-y-jordan.html
89,Twitter
95,Museo del Virreinato san Luis potosi. https://www.museodelvirreinato.org/museo-digital/
96,Fotografía Alejandro Romero
101,"Tashima Thomas. Rendering of a mulata: the discovery and rethinking of images of mulatas in colonial latin american art. Thesis, san Diego State University, 2012"
106,Fotografía Camilo Jiménez
