id,name,text,Fecha muerte,Fecha beatificación / canonización,source,,
185,"Costumbres, pintura de","Para la época no existe una categoría de pintura que se denomine de esta manera. El nombre más usual para enmarcar la pintura secular que pintaba escenas cotidianas era ""pintura de paisaje"". Por este término se hacía referencia a todo lo que podía caber en un ""país"". Luego la pintura de paisaje intentan retratar costumbres, escenas de la vida cotidiana. Incluso caben las pinturas de temas mitológicos y clásicos. Estre tipo de pintura muchas veces tenía un carácter moralizador y se empleaba no sólo en soporte de caballete, también en muebles y biombos.",,,https://losingeniosdelpincel.uniandes.edu.co/las-costumbres-la-vida-cotidiana-y-la-pintura-secular/,,
175,Ezequías,"Decimotercer Rey de Judá, reinó durante 29 años a finales del siglo VIII a.C. Durante su reinado purificó y reparó el Templo y reformó el sacerdocio. Acogió a los refugiados del Reino de Israel cuando este fue conquistado por los asirios, igualmente se enfrentó a los asirios al mando de Senaquerib, quien asoló todas las ciudades amuralladas de Judea, rodeó Jerusalén pero no logró tomarla. Según la biblia, Ezequías clamó ayuda a Dios y este asesinó a las tropas asirias. ",,,https://es.wikipedia.org/wiki/Ezequ%C3%ADas ,,
187,Virgen de Covadonga,"Advocación mariana de la región de Asturias, España. Es conocida como La Santina. Según la tradición, la Virgen ayudó a Don Pelayo, provocando un desprendimiento de rocas en la conocida como batalla de Covadonga, que afectó al ejército árabe.",,,https://es.wikipedia.org/wiki/Virgen_de_Covadonga ,,
188,Gregorio XI,"Nacido en 1331, era sobrino del Papa Clemente VI. Fue nombrado papa en 1370. Se esforzó el lograr la reunificación de las iglesias latina y griega, en formar una cruzada y en la reforma del clero. Durante su papado tuvo fuertes enfrentamientos con algunas ciudades italianas. ",1378,,https://ec.aciprensa.com/wiki/Papa_Gregorio_XI ,,
189,"Creación, la","Acontecimiento narrado en el libro del Génesis, que trata sobre la creación y ordenamiento de todo lo que existe por parte de Dios, consolidándose como la cosmología del judaísmo y el cristianismo. Se divide en dos narraciones: la creación del mundo durante siete días (Génesis 1:1-2:3) y la creación del “Paraíso” y los primeros humanos (Génesis 2:4-2:24) ",,,"https://www.biblegateway.com/passage/?search=G%C3%A9nesis%201&version=RVR1960
https://es.wikipedia.org/wiki/Narraci%C3%B3n_de_la_creaci%C3%B3n_del_G%C3%A9nesis  
",,
191,Credo,"Resume las creencias básicas de la fe católica, los principios centrales de la fe, la doctrina y el dogma. Su representación en el arte colonial pertenece a la pintura dogmática, donde se ilustran complejas construcciones simbólicas, tratándose generalmente en series y dividiendo el credo en fragmentos. Igualmente se destaca el uso del iconotexto (cartelas o inscripciones).",,,https://losingeniosdelpincel.uniandes.edu.co/los-sacramentos-credos-y-alabados/ ,,
192,"Crispín y Crispiniano, santos","Fueron dos hermanos y mártires critianos del siglo III. Huyendo de la persecución en Roma, fueron a Soissons, donde de día predicaban a los galos y de noche hacían zapatos. A menudo se les representa bien en su taller arreglando zapatos o entregandolos a los pobres,  algunas veces acompañados por la Virgen María.",286,sf - sf,https://ec.aciprensa.com/wiki/Santos_Crisp%C3%ADn_y_Crispiniano ,,
193,Jacob,"Personaje bíblico del libro de Génesis, Hijo de Isaac y nieto de Abraham.  Según el relato, su madre le ayudó a engañar a su hermano mayor y a su padre para obtener la bendición del primogénito, escenas ampliamente representadas.  Dios cambió su nombre a Israel. Tuvo doce hijos y una hija, de quienes surgirían las doce tribus de Israel. ",,,https://es.wikipedia.org/wiki/Jacob  ,,
194,Moisés,"Personaje bíblico y autor atribuido del Pentateuco, su vida se relata en el libro del Éxodo. En todas las religiones abrahámicas Moisés es una figura central como profeta y legislador. Es el liberador del pueblo hebreo de la esclavitud de Egipto, el encargado de guiarlos a través del desierto y el encargado por Dios de entregar la Ley escrita.",,,https://historia.nationalgeographic.com.es/a/fue-moises-figura-historica_12351 ,,
195,Cristianización,"Un conjunto de la pintura histórica narraba los hechos vinculados con la cristianización de las regiones americanas tras la conquista. El objetivo de estas pinturas era moralizar, mostrar la victoria de la cristiandad sobre los territorios bárbaros. Estas pinturas son usuales en regiones donde los procesos evangelizadores fueron más intensos.",,,,,
184,Habacuc,"Profeta bíblico, se le atribuye la autoría del Libro de Habacuc. Se infiere que tanto su vida como el libro se desarrollaron entre los siglos VII y VI a.C. ya que se relaciona al surgimiento de los Caldeos y la Caída de Nínive. Se diferencia de otros profetas ya que no se dirige hacia los hombres, sino que su trayectoria profética se desarrolla en diálogos directamente a Dios, las preguntas y repuestas de Dios constituyen expresiones proféticas. ",,,https://www.ecured.cu/Habacuc_(profeta),,
186,Oseas,"Profeta menor del Antiguo Testamento. Se le atribuye la autoría del llamado Libro de Oseas, en el cual en términos maritales, se denuncia la infidelidad del pueblo, y se revela que el amor de Dios es comparable al de un esposo que perdona la infidelidad de su esposa. Es posible que viviera en el norte de Israel durante el siglo VIII a.C. Se le considera profeta de la fatalidad o la condenación.",,,"https://es.wikipedia.org/wiki/Oseas_(profeta) https://www.ucm.es/bdiconografiamedieval/oseas-y-gomerr 
",,
198,Cristo de la columna,"escena evangélica y tema iconográfico de la Pasión de Cristo. Se presenta a Jesús atado a una columna, semidesnudo o cubierto con un manto, donde es sometido a burlas, tortura, o simplemente es exhibido. Puede encontrarse superpuesta a otras escenas de la pasión, como la coronación de espinas o la flagelación, o completamente diferenciada. ",,,"https://losingeniosdelpincel.uniandes.edu.co/series-y-advocaciones-a-la-pasion-de-cristo/ 
https://es.wikipedia.org/wiki/Cristo_en_la_columna ",,
199,Cristo carga la cruz,"Episodio de la pasión de cristo y del camino al calvario. Es parte del Viacrucis, estableciéndose como la Séptima Estación. Se ha consolidado como un tema ampliamente recurrente de la iconografía y el arte cristiano, puede abarcar otros episodios o tratarse por separado. Una de las denominaciones más conocidas es la de El Nazareno, los patrones visuales no son muy diferentes: a veces muestran la vía dolorosa, el paso y las caídas a golpe de látigo.",,,"https://losingeniosdelpincel.uniandes.edu.co/pintar-el-viacrucis/ 
https://es.wikipedia.org/wiki/Cristo_llevando_la_cruz ",,
200,Cristo clavado en cruz,"Establecida en el Viacrucis como la Undécima Estación. Perteneciente al grupo de la crucifixión, a veces presenta variantes en la escenografía pero en conjunto la forma tradicional es el Cristo crucificado en un entorno claroscuro, forma muy usada en el barroco. ",,,"https://losingeniosdelpincel.uniandes.edu.co/pintar-el-viacrucis/ 
",,
201,Noé y el diluvio,"Relato bíblico narrado en el Génesis. Dios ordena a Noé la construcción de un arca de madera (embarcación) para que sobrevivan al diluvio, una inundación mundial con la que limpiaría la tierra del pecado. En el arca sobreviven Noé y su familia, así como múltiples animales durante 150 días. ",,,"https://www.biblegateway.com/passage/?search=G%C3%A9nesis%207&version=RVR1960  
https://es.wikipedia.org/wiki/Diluvio_universal#En_el_juda%C3%ADsmo_y_cristianismo ",,
202,Cristo de Chalma,"Es una imagen de cristo crucificado que se venera en Chalma México. Según el relato en 1537, dos frailes agustinos quienes, informados de rituales y sacrificios indígenas en Chalma, fueron a evangelizarlos y a destruir el ídolo a que adoraban, representación del dios Oztotéotl. Al tercer día, cuando volvieron al lugar encontraron en el lugar la imagen de cristo. ",,,ttps://www.mexicodesconocido.com.mx/el-cristo-de-chalma-estado-de-mexico.html ,,
203,Cristo de Malta,"Imagen expresionista de Cristo crucificado, se destaca por exponer de manera explícita el dolor corporal de Jesús en la cruz. Según la tradición, fue “pintado por el diablo” a petición de querer ver el verdadero estado del crucificado, ubicando la pintura en Malta. En el fondo aparece la dualidad del sol y la luna, o el eclipse, haciendo referencia al relato evangélico. ",,,"García, Ricardo (2019), El Señor de Malta. Partida y regreso de un crucificado dramático pintado por el demonio, Pinceles y gubias del barroco iberoamericano Volumen 7. 289-305. https://rio.upo.es/xmlui/handle/10433/7762 ",,
205,David ,"Personaje bíblico, segundo monarca del Reino Unido de Israel, aparece en el libro de Samuel, Crónicas y Reyes I. Logró expandir el reino a ciudades como de Jerusalén, Samaria, Petra, Zabah y Damasco, creando un reino relativamente poderoso de carácter teocrático. Suele representarse en su etapa pre-real, como pastor y músico, así como su victoria sobre Goliat; o como rey, aunque sin olvidar los rasgos anteriores y siguiendo una visión idealizada como modelo mesiánico  ",,,https://www.biografiasyvidas.com/biografia/d/david.htm ,"hice el rey david, toca confirmar ",
206,Cristo muerto,"Variación de la imagen de la crucifixión, es similar a la escena de la lamentación, aunque generalmente no presenta acompañamiento. La iconografía de cristo muerto (también de la crucifixión) es incentivada desde el siglo XIV el enfoque sobre la muerte y el sufrimiento incentivado por la cultura barroca, privilegiando la imagen del Cristo muerto y crucificado por encima del muy medieval Cristo resucitado.",,,https://losingeniosdelpincel.uniandes.edu.co/las-imagenes-devocionales-cristologicas/ ,,
208,Cristo Redentor,"Variación de la representación del cristo salvador, el modelo es un Cristo de frente sosteniendo al mundo. ",,,https://losingeniosdelpincel.uniandes.edu.co/las-imagenes-devocionales-cristologicas/  ,,
209,Cristo Salvador,"Una de las cuatro grandes temáticas cristológicas, y la más reproducida. Comprende cuatro subconjuntos con modelos claros y pocas variaciones: el cristo salvador, el redentor, el salvador eucarístico y el salvador de la visión de Mariana de Escobar",,,https://losingeniosdelpincel.uniandes.edu.co/las-imagenes-devocionales-cristologicas/ ,,
210,Defensa de la Inmaculada,"Se convirtió en tema importante debido al rechazo de poderosas comunidades religiosas, como los dominicos, al carácter inmaculado de la virgen y de la concepción que tuvieron lugar en la época colonial. La pintura de defensas surgió en contra de los maculistas o quienes rechazaban la idea de la virgen inmaculada. Por este motivo, estas pinturas siguen un modelo no tan establecido, que pueden ser defensas de carácter místico, universitarias y académicas. Sin embargo, es común que allí aparezca Duns Scoto, su acérrimo defensor; san Juan, el posible escritor que la describe en el Apocalipsis; en ocasiones la monja de Ágreda y otras veces los padres de la Iglesia.",,,https://losingeniosdelpincel.uniandes.edu.co/la-inmaculada-concepcion-un-caso-particular/ ,,
211,Defensas de la eucaristía,"Las defensas de la eucaristía es una de las principales vertientes dentro de las imágenes coloniales pertenecientes al tema dogmático de la eucaristía. Desarrollada especialmente en el Virreinato del Perú, representa la defensa de la eucaristía contra los enemigos externos. El modelo presenta en el centro, la custodia a su derecha, el rey de turno español rodeado de ángeles y, a veces, de santos, que lo defienden del ataque de turcos que están al lado izquierdo. En el cielo, la trinidad contempla complacida la escena.",,,https://losingeniosdelpincel.uniandes.edu.co/los-sacramentos-credos-y-alabados/,,
212,Torre de Babel,"Leyenda bíblica narrada en el Génesis acerca del origen de las lenguas y la comunicación. Según el relato, la humanidad usaba y entendía un único idioma, hasta que intentaron construir una torre para llegar al cielo. Dios entendió esto como un acto de arrogancia así que creó múltiples lenguas para que no pudieran entenderse y terminar la torre.",,,https://eacnur.org/blog/la-torre-babel-la-leyenda-biblica-tc_alt45664n_o_pstn_o_pst/,,
213,Defensas de tesis,"La ceremonia de defensa de tesis para la obtención de grados universitarios, era uno de los eventos más importantes, especialmente en el contexto de las reformas borbónicas que favorecieron una mayor organización de los estudios superiores. Este tipo de retratos, con los que se elogia los méritos académicos, surgieron en el siglo XII. En el contexto neogranadino, estas pinturas eran encargadas por las familias de los estudiantes, con el patrocinio de las instituciones educativas para celebrar los logros del graduando y reconocer la intercesión de alguna figura religiosa en el desarrollo de sus estudios.",,,http://www.museocolonial.gov.co/colecciones/piezas-del-mes/Paginas/Defensa-de-Tesis-Doctoral-en-la-Universidad-Javeriana-por-don-Jos%C3%A9-Antonio-Zelis.aspx,,
214,Caín y Abel ,"La narración del fratricidio de Abel a manos de Caín está recogida en el capítulo 4 del Génesis. Caín es el primogénito de Adán y Eva y se dedica a la agricultura, mientras que Abel era pastor.este último es el favorito, por lo que es asesinado por su hermano. Dios lo castiga con una vida errante y estéril. El pasaje biblico fue muy popular por la graficación del pecado de la envidia y del primer asesinato de la humanidad.",,,,,
215,Descanso en la Huida a Egipto,"Escena de la Sagrada Familia en el ciclo de Egipto. En ella se representa el descanso de la familia, generalmente bajo un árbol. Debido a que la biblia no aporta detalles específicos, este ciclo se amplió desde los textos apócrifos, causando que las escenas se representaron bajo modelos más o menos similares, con pocas variantes. ",,,https://losingeniosdelpincel.uniandes.edu.co/la-vida-de-maria-de-los-desposorios-a-la-sagrada-familia/ ,,
216,Descenso de Cristo al Infierno y al Limbo,"Idea fundamentada en un pasaje de los Hechos de los Apóstoles sobre la resurrección de Cristo, en el cual desciende al lugar donde estaban los anteriores padres esperando la resurrección. El descenso a los infiernos fue consolidado en el Credo de los Apóstoles en el siglo IV y a pesar de su poco sustento bíblico, ha logrado ser parte de la tradición de la Iglesia y precepto de culto. ",,,https://losingeniosdelpincel.uniandes.edu.co/resurreccion-y-glorificacion-de-cristo/ ,,
217,Despojo de las vestiduras,"Relatado en Mateo 27, 33 -36, narra cómo los soldados romanos desnudaron a Jesús para crucificarlo, y posteriormente se repartieron su ropa. Se identifica como la décima estación del viacrucis cuyo tema principal es la dignidad. ",,,https://es.aleteia.org/2014/04/18/decima-estacion-jesus-es-despojado-de-las-vestiduras-la-unidad-y-la-dignidad/ ,,
218,Devociones al crucificado,"Las representaciones relacionadas con la crucifixión conforman uno de los grupos más numerosos y prolongados de la pintura colonial. Durante el proceso de crucifixión y muerte se identifican seis momentos específicos: la crucifixión, el clavamiento y levantamiento de la cruz, la lanzada (cuando un soldado romano le propina una herida en el costado), el calvario (Jesús está acompañado por Juan y María al pie de la cruz) y el cristo muerto. ",,,"
https://losingeniosdelpincel.uniandes.edu.co/pintar-el-viacrucis/ ",,
219,Devociones cristológicas,"Imágenes y representaciones de Jesús que no hacen parte de la temática de su pasión y muerte. Por el contrario, la característica general de estas figuras devocionales es que presentan el semblante de Cristo con algún atributo particular. Las devociones a la figura de Cristo más comunes son  al Buen Pastor, el Salvador, y el Salvador Niño.",,,https://losingeniosdelpincel.uniandes.edu.co/las-imagenes-devocionales-cristologicas/ ,,
220,Dibujos coloniales,"Algunos  temas que eran significativos en la tradición europea tuvieron escasa importancia en las colonias, y la mayoría de ellos se representaron en las inglesas. Entre estos se cuentan las escenas de cacería, las tesis, las naturalezas muertas y los dibujos de cuerpo. Sin embargo, se conocen los bocetos de algunos pintores coloniales, los cuales son bastante escasos.",,,,,
221,"Diego Alcalá, san","Fray Diego de San Nicolás, nacido en 1400, fue un fraile franciscano español. Fue enviado a misionar a las Islas Canarias y posteriormente viajó a Roma. Suele representarse con algo escondido bajo el manto, lo que se identifica como mercado o ayudas para los pobres. Según la tradición Felipe II obtuvo la curación de su hijo al rezarle, por lo que pidió su canonización al papa.",1463,sf -1588,https://www.aciprensa.com/recursos/biografia-3710 ,,
222,Doctores de la Iglesia,Título otorgado por el papa o el concilio ecuménico a ciertos santos para reconocerlos como eruditos y maestros de la fe. Los doctores de la Iglesia han ejercido una influencia especial sobre el desarrollo del cristianismo. Actualmente se han reconocido 36 personas con este título.,,,https://es.catholic.net/op/articulos/73057/cat/729/los-36-doctores-de-la-iglesia-por-orden-cronologico.html#modal ,,
223,"Domingo de la calzada, santo","Domingo García, Religioso español del siglo XI, fue uno de los mayores promotores del peregrinaje y del camino de Compostela mediante la construcción de obras que facilitaran la peregrinación a Compostela, como puentes y calzadas, de donde obtuvo su nombre. Fue apoyado por Alfonso VI, quien vio en su labor una oportunidad de incorporar la zona a su territorio, por lo que pudo construir un hospital, hospedería e iglesia, para atender a las necesidades de los peregrinos. ",1109,sf - sf,https://dbe.rah.es/biografias/6085/santo-domingo-de-la-calzada  ,,
224,Virgen del apocalípsis,"Representación de la Virgen María basada en la mujer del Apocalipsis de san Juan. La mujer se describe como vestida de sol y la luna debajo de sus pies y en su cabeza una corona de doce estrellas, más adelante se le otorgan alas para huir del dragón de siete cabezas, siendo esos sus atributos más representados. ",,,"https://www.bibliacatolica.com.br/la-biblia-de-jerusalen/apocalipsis/12/ 
https://mexicana.cultura.gob.mx/es/repositorio/detalle?id=_suri:MNV:TransObject:5bce8af57a8a02074f8343ac  ",,
190,Samuel,"Profeta bíblico, es figura principal de dos de los libros del Antiguo Testamento. Vivió cerca de 1100 a. C. Fue ofrecido a Dios por sus padres y elegido como Sacerdote a joven edad, logró que los filisteos devolvieran el Arca de la Alianza. Por mandato divino ungió a Saúl como el primer rey de Israel, ungiendo a David como sucesor cuando Saúl desobedeció a Dios. ",,,https://www.ecured.cu/Samuel_(profeta)  ,,
197,Sofonías,Profeta bíblico del siglo VII a.C. Noveno de los profetas menores se le atribuye el libro homónimo. Profetizó la ruina del Reino de Judá por su corrupción y su idolatría y que Dios los castigaría en el “Día de Yahvé”. La descripción del Día de Yahvé inspiró la de Joel y el célebre himno latino Dies irae (El día de la ira) en la Edad Media.,,,https://www.biografiasyvidas.com/biografia/s/sofonias.htm ,,
227,Eleazario de sabrano,"También conocido como Elzéar de Sabran, fue un cardenal italiano del siglo XIV.  ",1380,,https://fr.wikipedia.org/wiki/Eleazario_da_Sabrano ,,
228,Eliseo,"Personaje bíblico (Elisha  en Hebreo) . Fue un profeta hebreo que vivió en Israel entre 850 y 800 a.C. Fue sucesor del profeta Elías durante el reinado de los reyes Joram, Jehú, Joacaz y Joás. Su vida está documentada en la Biblia por numerosos prodigios y milagros que la hacen parecer casi una leyenda, es narrada en el Segundo Libro de los Reyes.",,,https://www.ecured.cu/Profeta_Eliseo,,
229,"Eloy Obispo, san","También llamado san Eligio. Fue obispo de Noyon, Francia. Fue orfebre y consejero del rey Dagoberto, destaca por construir monasterios y monumentos a los santos.",,,https://es.catholic.net/op/articulos/31819/eloy-santo.html#modal ,,
230,Jonás,"Profeta bíblico y autor de uno de los libros del Antiguo Testamento. Vivió durante el reinado de Jeroboam II (779 al 820 a.C.) Es reconocido por haber desobedecido el mandato de Dios de predicar en Nínive zarpando hacia Tarsis, durante el viaje es tragado por un gran pez. Después de su arrepentimiento obedece a dios y se dirige a Nínive.",,,https://en.wikipedia.org/wiki/Jonah ,,
231,Emblemas,"El emblema es una especie de jeroglífico, pero se define por la relación entre la imagen alusiva a un texto generalmente de contenido moral, moraleja o poética. El origen de la emblemática tiene lugar en Alciato, autor que proporcionó condición poética de la imagen, lo que la acerca al pensamiento alegórico, pues no se representan situaciones “reales”, sino narraciones idealizadas que contienen un profundo sentido poético. ",,,https://losingeniosdelpincel.uniandes.edu.co/tres-ausencias-emblemas-naves-y-triunfos/,,
232,Jesús,"Es la figura central del cristianismo y una de las figuras más influyentes de la cultura occidental. Para la mayoría de las denominaciones cristianas, la encarnación de Dios mismo. Según la opinión mayoritariamente aceptada en medios académicos, basada en una lectura crítica de los textos sobre su figura, Jesús de Nazaret fue un predicador judío que vivió a comienzos del siglo I en las regiones de Galilea y Judea, y fue crucificado en Jerusalén en torno al año 30, bajo el gobierno de Poncio Pilato.",26,,"salvador, vida pública",,
233,"Susana, Historia de la casta","Texto independiente que es relacionado al “Libro de Daniel” Forma parte de la versión griega de la Biblia, unido a dicho libro. En él se relata cómo el profeta Daniel interviene en un caso de lapidación. Susana, una judía en exilio en Babilonia, fue acusada falsamente de adulterio por dos ancianos, quienes intentaron tener relaciones con ella y fueron rechazados. Susana es condenada a muerte, y rogó a dios para que interviniera, siendo el profeta David quien logra desmentir a los ancianos. Debido a que en la versión de Tedosión (siglo II) se implica que Susana iba a tomar un baño, esta imagen es común en la representación del relato.  ",,,https://www.biblegateway.com/passage/?search=Susana&version=TLA;RVR1960,,
234,"Emigdio, san ","Emigdio de Ascoli fue un santo y mártir del siglo III. Según la tradición fue un pagano converso con la capacidad de obrar curaciones y milagros. El Papa Marcelo I lo convirtió en obispo y lo envió a Ascoli Piceno, donde fue decapitado por bautizar a la hija del gobernador local. ",309,sf - sf,https://www.aciprensa.com/santos/santo.php?id=238,,
235,Empadronamiento,"Aplicación de un censo o listado oficial de personas u objetos con la condición de que compartan características comunes. Según el evangelio de Lucas, debido al edicto romano para empadronar el territorio, san José y la virgen María viajaron a Belén. Si bien este acontecimiento no pertenece al tema de la Sagrada Familia, si fue representado como un preámbulo de esta, exaltando el valor de la pareja. ",,,"Lucas 2, 1-5 
https://losingeniosdelpincel.uniandes.edu.co/la-vida-de-maria-de-los-desposorios-a-la-sagrada-familia/ 
https://economipedia.com/definiciones/empadronar.html ",,
225,Banquete de Belhazar,"Relato bíblico, también conocido como “La escritura en la Pared”. Belhazar, Baltasar o Belsasar fue un príncipe babilónico del siglo VI a.C. La narración se encuentra en el Libro de Daniel (escrito varios siglos después), Belhazar durante un banquete profanó los vasos robados del templo de Jerusalén, en ese momento una mano incorpórea escribió en la pared. El profeta Daniel interpretó la escritura, que profetizaba la muerte de Belhazar y el fin de su reino. ",,,"Daniel 5, 1-30
https://www.biblegateway.com/passage/?search=Daniel%205&version=BLPH 
https://es.wikipedia.org/wiki/Baltasar_de_Babilonia  
",,
237,Entierro de Cristo,"Representación de escenas que toman lugar después del descendimiento y la lamentación, momento en el cual el cuerpo de Jesús es trasladado o colocado ya sea en una cueva o en un ataúd. Los evangelios presentan variaciones en el relato acerca de las condiciones y de los responsables del entierro, no obstante las pinturas generalmente siguen el mismo formato narrativo con variaciones simples.",,,"https://losingeniosdelpincel.uniandes.edu.co/pintar-el-viacrucis/ 
Álvarez, A. (2006). De Sacra Scriptura: ¿Cómo fue el entierro de Jesús? Cuestiones Teológicas, Vol. 33, No. 80 p. 383 – 390 ",,
238,"eremitas Iglesia primitiva, Santas ","Durante los primeros siglos del cristianismo, el desierto se entendió como lugar de salvación o catarsis. Se conocen como “Ammas o Madres del desierto” a las mujeres que llevaron una vida ascética similar a la de anacoretas y ermitaños. Algunas de ellas tuvieron que hacerlo vestidas como monjes como santa Florencia, santa Rosalía de Palermo y Teodora. ",,,https://es.wikipedia.org/wiki/Madres_del_Desierto ,,
239,Escenas bíblicas ,"Pinturas que representa un relato o un pasaje concreto de la Biblia, ya sea del Antiguo o Nuevo testamento. La pintura colonial funciona a modo de “ilustración”, escogiendo los pasajes más significativos, centrados en situaciones muy particulares que ofrecen modelos de comportamiento, historias sagradas o explicaciones a situaciones de carácter moral o teológico.",,,https://losingeniosdelpincel.uniandes.edu.co/la-escasa-pintura-del-antiguo-testamento/ ,,
240,Escenas bíblicas históricas,"Se desprenden principalmente de los libros más históricos: Josué, Jueces, Rut, Samuel, Reyes, Esdras, Nehemías, Tobías, Judith, Ester y Macabeos. El contenido de estos son las relaciones de fidelidad/infidelidad del pueblo de Israel con Dios, resultando en sucesos fuertemente relacionados con el contexto o las dinámicas históricas. Sobresalen temas como los reyes de Israel, la conquista de Canaán, la imagen de mujeres fuertes y las historias sagradas con enseñanzas morales. La razón de ser de estas pinturas no solo era servir de inspiración o ilustración a textos bíblicos sino que la elección de estos temas, indica que respondían a sus condiciones culturales",,,https://losingeniosdelpincel.uniandes.edu.co/los-temas-historicos-del-antiguo-testamento/,,
241,"Escenas cotidianas conventuales, eclesiásticas y religiosas","Dentro de la pintura secular, se encuentran representaciones de escenas cotidianas vinculadas con la experiencia cristiana. Aunque no son muchas, fortalecen la idea de la presencia moralizadora de la imagen para resaltar virtudes, además muestran el carácter religioso de la vida cotidiana.",,,,,
242,Melquisedec,"Personaje bíblico mencionado en el Libro del Génesis se le presenta como el rey de Salem y sacerdote de El Elyon (Dios Altísimo). Cuando Abraham regresaba con el botín tomado a los cuatro reyes, presentó pan y vino y le bendijo, y recibió de él el diezmo de todo. Según la tradición judía, la ciudad de Salem es Jerusalén, asumiéndolo como Rey de Jerusalén.  En la Epístola a los Hebreos de San Pablo, se explica ampliamente el carácter típico de Melquisedec y su importancia mesiánica, relacionándolo con Jesús.",,,"https://ec.aciprensa.com/wiki/Melquisedec
https://www.biblegateway.com/passage/?search=Hebreos%207&version=TLA  
",,
243,Escenas cotidianas decorativas y alimentación,"Uno de los usos de la pintura fue su carácter decorativo.Temas tomados de la flora y fauna sirvieron para decorar distintos  tipos de espacios. Estos elementos tuvieron mayor uso en la pintura mural, y cómo era tradición, se comportaron como elementos de distinción moral y alegórico: la uva remitía a eucaristía, como los elefantes a castidad. ",,,,,
244,Escenas cotidianas interiores e intimidad,"En la colonia, lo “quotidiano” se refería al campo de las costumbres. Las pinturas que representan este tipo de escenas son escasas y mayoritariamente están asociadas a la cultura protestante, que había secularizado los temas visuales. Además, en estos siglos hasta ahora se está formando el sentido de lo íntimo y lo privado, razón por la cual no hay interés en representar los interiores, a menos que tuvieran un sentido moral.",,,,,
245,Escenas cotidianas marítimas,"La pintura de escenas marítimas y de puerto es un tema que se comenzó a desarrollar junto con la aparición del paisaje como sujeto visual, principalmente en el siglo XVII protestante. Por esta razón, su desarrollo colonial se encuentran principalmente entre los temas visuales de las colonias inglesas. Los pocos casos hispanoamericanos se llevaron a cabo siguiendo como modelo algunos grabados impresos.",,,,,
246,Aaron,"Personaje Bíblico que aparece en libro del Éxodo, fue el hermano mayor de Moisés y el hermano menor de Míriam, miembro y sacerdote levita, y primer Sumo sacerdote de Israel, vivió durante el siglo XIII a.C. A Aarón se le representa a menudo con el cayado florecido (milagro con que dios lo denominó como su sacerdote) o acompañando a Moisés.  ",,,https://www.biografiasyvidas.com/biografia/a/aaron.htm ,,
247,"Escenas cotidianas música, paseo y diversión","El ritmo de la vida cotidiana, fueron temas centrales a partir del siglo XVII. En América no abunda la pintura relacionadan con las diversiones. Las pocas pinturas que abordan estas temáticas lo hacen desde el tipo de pintura de paisaje, es decir, pintura de constumbres de un país.",,,https://losingeniosdelpincel.uniandes.edu.co/las-costumbres-la-vida-cotidiana-y-la-pintura-secular/,,
226,Devociones de la pasión,"Imágenes de la pasión sobre las que se ha realizado un proceso de reinvención y reapropiación que permite conservar la esencia de la imagen pero cambiando los elementos accidentales. Por su carácter mestizo, aparecen en el siglo XVII, en sociedades religiosamente consolidadas, y se mantienen activas prácticamente sin ninguna interrupción hasta el siglo XIX. La crucifixión fue el sector iconográfico que tuvo mayor cantidad de imágenes advocativas. Las advocaciones están presentes en la mayoría de los temas de la pasión. ",,,https://losingeniosdelpincel.uniandes.edu.co/series-y-advocaciones-a-la-pasion-de-cristo/ ,,
250,Escenas cotidianas rurales e indígenas,"Además del tipo de pintura de castas que ofrecen este tipo de información, existían algunas pinturas con esta temática dentro del género de los países. Tienen un carácter moralizante y bucólico, pero detallan elementos, como el vestuario, la descripción visual de flora y fauna, y aspectos particulares a algunas regiones.",,,https://losingeniosdelpincel.uniandes.edu.co/las-costumbres-la-vida-cotidiana-y-la-pintura-secular/,,
251,Escenas cotidianas sobre política,"Bajo esta modalidad se acogen algunas pinturas de carácter secular que se ocupan de lo extraordinario colonial, es decir, acontecimientos con la carga de simbología política y su respectiva solemnidad. Son polos los testimonios sonre juras, entradas de virreyes y otras solemnidades.",,,https://losingeniosdelpincel.uniandes.edu.co/las-costumbres-la-vida-cotidiana-y-la-pintura-secular/,,
252,Escenas cotidianas urbanas,"Los temas visuales sobre la ciudad reportaba simbólicamente la civilización, pero también condicionaba todo lo pecaminoso y vicioso que se presentaba en dichos espacios. En las escenas urbanas se trataba de construir narraciones sobre el mapa de la ciudad, los elementos relevantes urbanos e, incluso, lo que denominaríamos “escenas de la vida cotidiana”, costumbres en especial, como bailes o hábitos diarios.",,,,,
253,Escudos,"Parte de las representaciones de poder, se pueden encontrar en diferentes tipos de pinturas: como las alegorías relacionadas con lo político, que llegaron a juntar la religión y la institucionalidad monárquica, o los retratos de poder, donde los escudos como objetos de fondo caracterizan la condición social, moral o el reconocimiento del personaje. Al final de la fase colonial se desarrolla una secularización de la iconografía, llegando a nacionalizarse, alterando los escudos y los retratos de poder. ",,,"https://losingeniosdelpincel.uniandes.edu.co/las-alegorias-de-instituciones-politicas-academicas-y-seculares/ 
https://losingeniosdelpincel.uniandes.edu.co/un-panorama-del-retrato-en-america/ ",,
