id,artwork_id,engraving_id,nombre
51733,2801,9,Edad: anciano
51734,2801,15,Escena: simple
51735,2801,14,Género masculino/femenino
51736,2801,2,Personaje colectivo
51737,2801,19,Personajes: sagrados
79731,2802,7,Edad: adolescencia-juventud
79732,2802,8,Edad: adulto
79733,2802,6,Edad: niñez
79734,2802,16,Escena: compuesta
79735,2802,14,Género masculino/femenino
79736,2802,2,Personaje colectivo
79737,2802,11,Personaje: contacto corporal
79738,2802,10,Personaje: desnudo parcial / total
79739,2802,19,Personajes: sagrados
79740,2802,12,Presencia: niños
39225,2803,3,Personaje individual
39226,2803,5,Género femenino
39227,2803,8,Edad: adulto
39228,2803,15,Escena: simple
39229,2803,19,Personajes: sagrados
39238,2803,13,Presencia: animales
82709,2804,7,Edad: adolescencia-juventud
82710,2804,15,Escena: simple
82711,2804,5,Género femenino
82712,2804,3,Personaje individual
82713,2804,19,Personajes: sagrados
72033,2805,7,Edad: adolescencia-juventud
72034,2805,6,Edad: niñez
72035,2805,15,Escena: simple
72036,2805,4,Género masculino
72037,2805,2,Personaje colectivo
72038,2805,11,Personaje: contacto corporal
72039,2805,10,Personaje: desnudo parcial / total
72040,2805,19,Personajes: sagrados
72041,2805,12,Presencia: niños
82714,2806,7,Edad: adolescencia-juventud
82715,2806,6,Edad: niñez
82716,2806,15,Escena: simple
82717,2806,14,Género masculino/femenino
82718,2806,2,Personaje colectivo
82719,2806,11,Personaje: contacto corporal
82720,2806,19,Personajes: sagrados
82721,2806,12,Presencia: niños
1422,2807,2,Personaje colectivo
1423,2807,4,Género masculino
1424,2807,5,Género femenino
1425,2807,13,Presencia: animales
1426,2807,16,Escena: compuesta
1427,2807,17,Personajes: sagrados y profanos
45131,2807,8,Edad: adulto
79741,2808,7,Edad: adolescencia-juventud
79742,2808,6,Edad: niñez
79743,2808,15,Escena: simple
79744,2808,14,Género masculino/femenino
79745,2808,2,Personaje colectivo
79746,2808,11,Personaje: contacto corporal
79747,2808,10,Personaje: desnudo parcial / total
79748,2808,19,Personajes: sagrados
79749,2808,12,Presencia: niños
1160,2809,2,Personaje colectivo
1161,2809,16,Escena: compuesta
1162,2809,19,Personajes: sagrados
72694,2810,7,Edad: adolescencia-juventud
72695,2810,6,Edad: niñez
72696,2810,15,Escena: simple
72697,2810,14,Género masculino/femenino
72698,2810,2,Personaje colectivo
72699,2810,11,Personaje: contacto corporal
72700,2810,19,Personajes: sagrados
72701,2810,12,Presencia: niños
71015,2811,7,Edad: adolescencia-juventud
71016,2811,6,Edad: niñez
71017,2811,15,Escena: simple
71018,2811,14,Género masculino/femenino
71019,2811,2,Personaje colectivo
71020,2811,11,Personaje: contacto corporal
71021,2811,10,Personaje: desnudo parcial / total
71022,2811,19,Personajes: sagrados
71023,2811,13,Presencia: animales
71024,2811,12,Presencia: niños
71678,2812,8,Edad: adulto
71679,2812,6,Edad: niñez
71680,2812,15,Escena: simple
71681,2812,14,Género masculino/femenino
71682,2812,2,Personaje colectivo
71683,2812,11,Personaje: contacto corporal
71684,2812,19,Personajes: sagrados
89331,2814,7,Edad: adolescencia-juventud
89332,2814,6,Edad: niñez
89333,2814,15,Escena: simple
89334,2814,14,Género masculino/femenino
89335,2814,2,Personaje colectivo
89336,2814,10,Personaje: desnudo parcial / total
89337,2814,19,Personajes: sagrados
89338,2814,12,Presencia: niños
84569,2817,8,Edad: adulto
84570,2817,6,Edad: niñez
84571,2817,15,Escena: simple
84572,2817,14,Género masculino/femenino
84573,2817,2,Personaje colectivo
84574,2817,19,Personajes: sagrados
85120,2818,8,Edad: adulto
85121,2818,9,Edad: anciano
85122,2818,6,Edad: niñez
85123,2818,14,Género masculino/femenino
85124,2818,2,Personaje colectivo
85125,2818,10,Personaje: desnudo parcial / total
85126,2818,17,Personajes: sagrados y profanos
84575,2819,8,Edad: adulto
84576,2819,15,Escena: simple
84577,2819,5,Género femenino
84578,2819,2,Personaje colectivo
84579,2819,19,Personajes: sagrados
68855,2821,8,Edad: adulto
68856,2821,16,Escena: compuesta
68857,2821,5,Género femenino
68858,2821,4,Género masculino
68859,2821,2,Personaje colectivo
68860,2821,19,Personajes: sagrados
68135,2822,8,Edad: adulto
68136,2822,6,Edad: niñez
68137,2822,16,Escena: compuesta
68138,2822,5,Género femenino
68139,2822,4,Género masculino
68140,2822,2,Personaje colectivo
68141,2822,11,Personaje: contacto corporal
68142,2822,10,Personaje: desnudo parcial / total
68143,2822,19,Personajes: sagrados
68144,2823,8,Edad: adulto
68145,2823,16,Escena: compuesta
68146,2823,5,Género femenino
68147,2823,2,Personaje colectivo
68148,2823,11,Personaje: contacto corporal
68149,2823,10,Personaje: desnudo parcial / total
68150,2823,18,Personajes: profanos
68151,2823,19,Personajes: sagrados
68861,2824,8,Edad: adulto
68862,2824,6,Edad: niñez
68863,2824,16,Escena: compuesta
68864,2824,5,Género femenino
68865,2824,4,Género masculino
68866,2824,2,Personaje colectivo
68867,2824,19,Personajes: sagrados
68868,2824,12,Presencia: niños
68869,2825,8,Edad: adulto
68870,2825,16,Escena: compuesta
68871,2825,5,Género femenino
68872,2825,4,Género masculino
68873,2825,2,Personaje colectivo
68874,2825,19,Personajes: sagrados
42549,2826,2,Personaje colectivo
42550,2826,4,Género masculino
42551,2826,5,Género femenino
42552,2826,6,Edad: niñez
42553,2826,8,Edad: adulto
42554,2826,11,Personaje: contacto corporal
42555,2826,12,Presencia: niños
42556,2826,15,Escena: simple
42557,2826,17,Personajes: sagrados y profanos
42585,2827,2,Personaje colectivo
42586,2827,4,Género masculino
42587,2827,5,Género femenino
42588,2827,6,Edad: niñez
42589,2827,8,Edad: adulto
42590,2827,10,Personaje: desnudo parcial / total
42591,2827,11,Personaje: contacto corporal
42592,2827,12,Presencia: niños
42593,2827,15,Escena: simple
42594,2827,19,Personajes: sagrados
63603,2828,8,Edad: adulto
63604,2828,6,Edad: niñez
63605,2828,16,Escena: compuesta
63606,2828,5,Género femenino
63607,2828,4,Género masculino
63608,2828,2,Personaje colectivo
63609,2828,11,Personaje: contacto corporal
63610,2828,10,Personaje: desnudo parcial / total
63611,2828,19,Personajes: sagrados
30756,2829,2,Personaje colectivo
30757,2829,4,Género masculino
30758,2829,5,Género femenino
30759,2829,6,Edad: niñez
30760,2829,8,Edad: adulto
30761,2829,11,Personaje: contacto corporal
30762,2829,12,Presencia: niños
30763,2829,15,Escena: simple
30764,2829,17,Personajes: sagrados y profanos
36523,2830,1,Imagen dentro de la imagen
36524,2830,2,Personaje colectivo
36525,2830,4,Género masculino
36526,2830,5,Género femenino
36527,2830,8,Edad: adulto
36528,2830,16,Escena: compuesta
36529,2830,19,Personajes: sagrados
85949,2832,8,Edad: adulto
85950,2832,6,Edad: niñez
85951,2832,15,Escena: simple
85952,2832,14,Género masculino/femenino
85953,2832,2,Personaje colectivo
85954,2832,11,Personaje: contacto corporal
85955,2832,19,Personajes: sagrados
85956,2832,12,Presencia: niños
85957,2833,8,Edad: adulto
85958,2833,6,Edad: niñez
85959,2833,15,Escena: simple
85960,2833,14,Género masculino/femenino
85961,2833,2,Personaje colectivo
85962,2833,11,Personaje: contacto corporal
85963,2833,10,Personaje: desnudo parcial / total
85964,2833,19,Personajes: sagrados
85965,2833,12,Presencia: niños
68668,2834,8,Edad: adulto
68669,2834,16,Escena: compuesta
68670,2834,5,Género femenino
68671,2834,4,Género masculino
68672,2834,2,Personaje colectivo
68673,2834,19,Personajes: sagrados
1428,2836,2,Personaje colectivo
1429,2836,16,Escena: compuesta
1430,2836,17,Personajes: sagrados y profanos
45132,2836,4,Género masculino
45133,2836,5,Género femenino
45134,2836,6,Edad: niñez
45135,2836,8,Edad: adulto
45136,2836,12,Presencia: niños
43543,2837,2,Personaje colectivo
43544,2837,4,Género masculino
43545,2837,5,Género femenino
43546,2837,8,Edad: adulto
43547,2837,10,Personaje: desnudo parcial / total
43548,2837,11,Personaje: contacto corporal
43549,2837,12,Presencia: niños
43550,2837,16,Escena: compuesta
43551,2837,19,Personajes: sagrados
39168,2838,2,Personaje colectivo
39169,2838,4,Género masculino
39170,2838,5,Género femenino
39171,2838,8,Edad: adulto
39172,2838,13,Presencia: animales
39173,2838,15,Escena: simple
39174,2838,19,Personajes: sagrados
72707,2839,7,Edad: adolescencia-juventud
72708,2839,15,Escena: simple
72709,2839,5,Género femenino
72710,2839,3,Personaje individual
72711,2839,19,Personajes: sagrados
38541,2840,2,Personaje colectivo
38542,2840,4,Género masculino
38543,2840,5,Género femenino
38544,2840,6,Edad: niñez
38545,2840,8,Edad: adulto
38546,2840,15,Escena: simple
38547,2840,19,Personajes: sagrados
38548,2841,2,Personaje colectivo
38549,2841,4,Género masculino
38550,2841,5,Género femenino
38551,2841,6,Edad: niñez
38552,2841,8,Edad: adulto
38553,2841,15,Escena: simple
38554,2841,19,Personajes: sagrados
89339,2842,7,Edad: adolescencia-juventud
89340,2842,8,Edad: adulto
89341,2842,6,Edad: niñez
89342,2842,15,Escena: simple
89343,2842,14,Género masculino/femenino
89344,2842,2,Personaje colectivo
89345,2842,11,Personaje: contacto corporal
89346,2842,19,Personajes: sagrados
89347,2842,12,Presencia: niños
64479,2843,8,Edad: adulto
64480,2843,15,Escena: simple
64481,2843,14,Género masculino/femenino
64482,2843,2,Personaje colectivo
64483,2843,17,Personajes: sagrados y profanos
64484,2844,8,Edad: adulto
64485,2844,15,Escena: simple
64486,2844,14,Género masculino/femenino
64487,2844,2,Personaje colectivo
64488,2844,17,Personajes: sagrados y profanos
70962,2852,8,Edad: adulto
70963,2852,15,Escena: simple
70964,2852,4,Género masculino
70965,2852,3,Personaje individual
70966,2852,13,Presencia: animales
13026,2857,3,Personaje individual
13027,2857,5,Género femenino
13028,2857,8,Edad: adulto
13029,2857,16,Escena: compuesta
13030,2857,19,Personajes: sagrados
13031,2858,3,Personaje individual
13032,2858,5,Género femenino
13033,2858,8,Edad: adulto
13034,2858,10,Personaje: desnudo parcial / total
13035,2858,16,Escena: compuesta
13036,2858,19,Personajes: sagrados
13037,2859,3,Personaje individual
13038,2859,5,Género femenino
13039,2859,8,Edad: adulto
13040,2859,10,Personaje: desnudo parcial / total
13041,2859,16,Escena: compuesta
13042,2859,19,Personajes: sagrados
13043,2860,3,Personaje individual
13044,2860,5,Género femenino
13045,2860,8,Edad: adulto
13046,2860,10,Personaje: desnudo parcial / total
13047,2860,16,Escena: compuesta
13048,2860,19,Personajes: sagrados
14702,2861,3,Personaje individual
14703,2861,5,Género femenino
14704,2861,8,Edad: adulto
14705,2861,16,Escena: compuesta
14706,2861,19,Personajes: sagrados
14707,2862,3,Personaje individual
14708,2862,5,Género femenino
14709,2862,8,Edad: adulto
14710,2862,16,Escena: compuesta
14711,2862,19,Personajes: sagrados
14717,2863,3,Personaje individual
14718,2863,5,Género femenino
14719,2863,8,Edad: adulto
14720,2863,10,Personaje: desnudo parcial / total
14721,2863,12,Presencia: niños
14722,2863,16,Escena: compuesta
14723,2863,19,Personajes: sagrados
15324,2864,3,Personaje individual
15325,2864,5,Género femenino
15326,2864,8,Edad: adulto
15327,2864,10,Personaje: desnudo parcial / total
15328,2864,16,Escena: compuesta
15329,2864,19,Personajes: sagrados
24143,2866,1,Imagen dentro de la imagen
24144,2866,5,Género femenino
24145,2866,7,Edad: adolescencia-juventud
24146,2866,15,Escena: simple
24147,2866,19,Personajes: sagrados
24148,2867,2,Personaje colectivo
24149,2867,5,Género femenino
24150,2867,7,Edad: adolescencia-juventud
24151,2867,10,Personaje: desnudo parcial / total
24152,2867,12,Presencia: niños
24153,2867,15,Escena: simple
24154,2867,19,Personajes: sagrados
25307,2872,3,Personaje individual
25308,2872,4,Género masculino
25309,2872,5,Género femenino
25310,2872,6,Edad: niñez
25311,2872,8,Edad: adulto
25312,2872,16,Escena: compuesta
25313,2872,19,Personajes: sagrados
55139,2873,8,Edad: adulto
55140,2873,15,Escena: simple
55141,2873,4,Género masculino
55142,2873,2,Personaje colectivo
55143,2873,17,Personajes: sagrados y profanos
19763,2874,1,Imagen dentro de la imagen
19764,2874,2,Personaje colectivo
19765,2874,8,Edad: adulto
19766,2874,14,Género masculino/femenino
19767,2874,16,Escena: compuesta
19768,2874,17,Personajes: sagrados y profanos
29171,2876,2,Personaje colectivo
29172,2876,4,Género masculino
29173,2876,8,Edad: adulto
29174,2876,10,Personaje: desnudo parcial / total
29175,2876,16,Escena: compuesta
29176,2876,19,Personajes: sagrados
56384,2877,8,Edad: adulto
56385,2877,15,Escena: simple
56386,2877,4,Género masculino
56387,2877,2,Personaje colectivo
56388,2877,17,Personajes: sagrados y profanos
39641,2878,3,Personaje individual
39642,2878,4,Género masculino
39643,2878,8,Edad: adulto
39644,2878,13,Presencia: animales
39645,2878,15,Escena: simple
39646,2878,19,Personajes: sagrados
38104,2879,2,Personaje colectivo
38105,2879,4,Género masculino
38106,2879,8,Edad: adulto
38107,2879,16,Escena: compuesta
38108,2879,19,Personajes: sagrados
38948,2880,3,Personaje individual
38949,2880,4,Género masculino
38950,2880,8,Edad: adulto
38951,2880,16,Escena: compuesta
38952,2880,19,Personajes: sagrados
38953,2881,2,Personaje colectivo
38954,2881,4,Género masculino
38955,2881,5,Género femenino
38956,2881,8,Edad: adulto
38957,2881,16,Escena: compuesta
38958,2881,19,Personajes: sagrados
81464,2882,7,Edad: adolescencia-juventud
81465,2882,15,Escena: simple
81466,2882,4,Género masculino
81467,2882,3,Personaje individual
81468,2882,19,Personajes: sagrados
81469,2882,13,Presencia: animales
81470,2883,8,Edad: adulto
81471,2883,15,Escena: simple
81472,2883,4,Género masculino
81473,2883,3,Personaje individual
81474,2883,19,Personajes: sagrados
81475,2883,12,Presencia: niños
34425,2885,2,Personaje colectivo
34426,2885,4,Género masculino
34427,2885,5,Género femenino
34428,2885,8,Edad: adulto
34429,2885,16,Escena: compuesta
34430,2885,19,Personajes: sagrados
63770,2886,8,Edad: adulto
63771,2886,15,Escena: simple
63772,2886,14,Género masculino/femenino
63773,2886,2,Personaje colectivo
63774,2886,10,Personaje: desnudo parcial / total
63775,2886,17,Personajes: sagrados y profanos
63776,2886,12,Presencia: niños
18937,2888,3,Personaje individual
18938,2888,5,Género femenino
18939,2888,8,Edad: adulto
18940,2888,16,Escena: compuesta
18941,2888,19,Personajes: sagrados
77214,2889,8,Edad: adulto
77215,2889,15,Escena: simple
77216,2889,4,Género masculino
77217,2889,3,Personaje individual
77218,2889,19,Personajes: sagrados
57822,2890,8,Edad: adulto
57823,2890,15,Escena: simple
57824,2890,4,Género masculino
57825,2890,3,Personaje individual
57826,2890,19,Personajes: sagrados
57827,2890,13,Presencia: animales
57841,2891,8,Edad: adulto
57842,2891,15,Escena: simple
57843,2891,4,Género masculino
57844,2891,3,Personaje individual
57845,2891,19,Personajes: sagrados
57846,2891,12,Presencia: niños
33064,2892,3,Personaje individual
33065,2892,4,Género masculino
33066,2892,8,Edad: adulto
33067,2892,15,Escena: simple
33068,2892,19,Personajes: sagrados
43552,2893,3,Personaje individual
43553,2893,4,Género masculino
43554,2893,8,Edad: adulto
43555,2893,15,Escena: simple
43556,2893,19,Personajes: sagrados
60943,2894,8,Edad: adulto
60944,2894,15,Escena: simple
60945,2894,4,Género masculino
60946,2894,3,Personaje individual
60947,2894,19,Personajes: sagrados
10967,2896,2,Personaje colectivo
10968,2896,4,Género masculino
10969,2896,5,Género femenino
10970,2896,8,Edad: adulto
10971,2896,10,Personaje: desnudo parcial / total
10972,2896,16,Escena: compuesta
10973,2896,19,Personajes: sagrados
8378,2897,3,Personaje individual
8379,2897,5,Género femenino
8380,2897,8,Edad: adulto
8381,2897,15,Escena: simple
8382,2897,19,Personajes: sagrados
26959,2898,2,Personaje colectivo
26960,2898,6,Edad: niñez
26961,2898,8,Edad: adulto
26962,2898,10,Personaje: desnudo parcial / total
26963,2898,11,Personaje: contacto corporal
26964,2898,12,Presencia: niños
26965,2898,14,Género masculino/femenino
26966,2898,15,Escena: simple
26967,2898,19,Personajes: sagrados
62718,2899,7,Edad: adolescencia-juventud
62719,2899,15,Escena: simple
62720,2899,4,Género masculino
62721,2899,3,Personaje individual
62722,2899,19,Personajes: sagrados
78759,2900,8,Edad: adulto
78760,2900,9,Edad: anciano
78761,2900,15,Escena: simple
78762,2900,4,Género masculino
78763,2900,11,Personaje: contacto corporal
78764,2900,3,Personaje individual
78765,2900,17,Personajes: sagrados y profanos
4049,2901,2,Personaje colectivo
4050,2901,6,Edad: niñez
4051,2901,16,Escena: compuesta
4052,2901,19,Personajes: sagrados
45679,2901,1,Imagen dentro de la imagen
45680,2901,4,Género masculino
45681,2901,12,Presencia: niños
43557,2902,2,Personaje colectivo
43558,2902,4,Género masculino
43559,2902,8,Edad: adulto
43560,2902,16,Escena: compuesta
43561,2902,19,Personajes: sagrados
44833,2903,2,Personaje colectivo
44834,2903,4,Género masculino
44835,2903,8,Edad: adulto
44836,2903,11,Personaje: contacto corporal
44837,2903,16,Escena: compuesta
44838,2903,17,Personajes: sagrados y profanos
39652,2904,2,Personaje colectivo
39653,2904,4,Género masculino
39654,2904,8,Edad: adulto
39655,2904,16,Escena: compuesta
39656,2904,19,Personajes: sagrados
21109,2905,2,Personaje colectivo
21110,2905,4,Género masculino
21111,2905,8,Edad: adulto
21112,2905,16,Escena: compuesta
21113,2905,19,Personajes: sagrados
11326,2907,2,Personaje colectivo
11327,2907,10,Personaje: desnudo parcial / total
11328,2907,11,Personaje: contacto corporal
11329,2907,15,Escena: simple
11330,2907,17,Personajes: sagrados y profanos
4193,2909,2,Personaje colectivo
4194,2909,4,Género masculino
4195,2909,5,Género femenino
4196,2909,6,Edad: niñez
4197,2909,8,Edad: adulto
4198,2909,12,Presencia: niños
4199,2909,16,Escena: compuesta
4200,2909,17,Personajes: sagrados y profanos
4201,2910,2,Personaje colectivo
4202,2910,8,Edad: adulto
4203,2910,16,Escena: compuesta
4204,2910,18,Personajes: profanos
4205,2911,2,Personaje colectivo
4206,2911,8,Edad: adulto
4207,2911,16,Escena: compuesta
4208,2911,18,Personajes: profanos
4209,2912,2,Personaje colectivo
4210,2912,8,Edad: adulto
4211,2912,16,Escena: compuesta
4212,2912,19,Personajes: sagrados
45746,2912,4,Género masculino
4213,2913,3,Personaje individual
4214,2913,9,Edad: anciano
4215,2913,15,Escena: simple
4216,2913,18,Personajes: profanos
73634,2914,8,Edad: adulto
73635,2914,15,Escena: simple
73636,2914,4,Género masculino
73637,2914,3,Personaje individual
73638,2914,18,Personajes: profanos
44839,2915,2,Personaje colectivo
44840,2915,4,Género masculino
44841,2915,8,Edad: adulto
44842,2915,9,Edad: anciano
44843,2915,10,Personaje: desnudo parcial / total
44844,2915,16,Escena: compuesta
44845,2915,17,Personajes: sagrados y profanos
44846,2917,2,Personaje colectivo
44847,2917,4,Género masculino
44848,2917,8,Edad: adulto
44849,2917,16,Escena: compuesta
44850,2917,17,Personajes: sagrados y profanos
9986,2918,2,Personaje colectivo
9987,2918,4,Género masculino
9988,2918,5,Género femenino
9989,2918,7,Edad: adolescencia-juventud
9990,2918,8,Edad: adulto
9991,2918,11,Personaje: contacto corporal
9992,2918,13,Presencia: animales
9993,2918,14,Género masculino/femenino
9994,2918,15,Escena: simple
9995,2918,18,Personajes: profanos
10072,2919,1,Imagen dentro de la imagen
10073,2919,2,Personaje colectivo
10074,2919,4,Género masculino
10075,2919,8,Edad: adulto
10076,2919,10,Personaje: desnudo parcial / total
10077,2919,13,Presencia: animales
10078,2919,16,Escena: compuesta
10079,2919,18,Personajes: profanos
10080,2920,2,Personaje colectivo
10081,2920,4,Género masculino
10082,2920,8,Edad: adulto
10083,2920,10,Personaje: desnudo parcial / total
10084,2920,15,Escena: simple
10085,2920,17,Personajes: sagrados y profanos
71252,2921,7,Edad: adolescencia-juventud
71253,2921,8,Edad: adulto
71254,2921,6,Edad: niñez
71255,2921,16,Escena: compuesta
71256,2921,14,Género masculino/femenino
71257,2921,2,Personaje colectivo
71258,2921,11,Personaje: contacto corporal
71259,2921,19,Personajes: sagrados
71260,2921,12,Presencia: niños
55674,2922,8,Edad: adulto
55675,2922,15,Escena: simple
55676,2922,4,Género masculino
55677,2922,3,Personaje individual
55678,2922,18,Personajes: profanos
44851,2923,2,Personaje colectivo
44852,2923,4,Género masculino
44853,2923,5,Género femenino
44854,2923,8,Edad: adulto
44855,2923,10,Personaje: desnudo parcial / total
44856,2923,16,Escena: compuesta
44857,2923,17,Personajes: sagrados y profanos
7644,2924,3,Personaje individual
7645,2924,4,Género masculino
7646,2924,7,Edad: adolescencia-juventud
7647,2924,13,Presencia: animales
7648,2924,19,Personajes: sagrados
44382,2925,2,Personaje colectivo
44383,2925,4,Género masculino
44384,2925,5,Género femenino
44385,2925,8,Edad: adulto
44386,2925,16,Escena: compuesta
44387,2925,17,Personajes: sagrados y profanos
59476,2928,8,Edad: adulto
59477,2928,9,Edad: anciano
59478,2928,16,Escena: compuesta
59479,2928,5,Género femenino
59480,2928,4,Género masculino
59481,2928,1,Imagen dentro de la imagen
59482,2928,2,Personaje colectivo
59483,2928,18,Personajes: profanos
59484,2928,19,Personajes: sagrados
44858,2931,2,Personaje colectivo
44859,2931,4,Género masculino
44860,2931,5,Género femenino
44861,2931,8,Edad: adulto
44862,2931,16,Escena: compuesta
44863,2931,19,Personajes: sagrados
90252,2932,8,Edad: adulto
90253,2932,15,Escena: simple
90254,2932,4,Género masculino
90255,2932,3,Personaje individual
90256,2932,18,Personajes: profanos
55679,2933,8,Edad: adulto
55680,2933,15,Escena: simple
55681,2933,4,Género masculino
55682,2933,18,Personajes: profanos
55683,2933,19,Personajes: sagrados
73629,2934,9,Edad: anciano
73630,2934,15,Escena: simple
73631,2934,4,Género masculino
73632,2934,3,Personaje individual
73633,2934,18,Personajes: profanos
52691,2935,8,Edad: adulto
52692,2935,15,Escena: simple
52693,2935,4,Género masculino
52694,2935,3,Personaje individual
52695,2935,18,Personajes: profanos
51233,2936,8,Edad: adulto
51234,2936,15,Escena: simple
51235,2936,4,Género masculino
51236,2936,3,Personaje individual
51237,2936,18,Personajes: profanos
54722,2937,8,Edad: adulto
54723,2937,15,Escena: simple
54724,2937,4,Género masculino
54725,2937,2,Personaje colectivo
54726,2937,3,Personaje individual
60741,2938,8,Edad: adulto
60742,2938,15,Escena: simple
60743,2938,4,Género masculino
60744,2938,3,Personaje individual
60745,2938,19,Personajes: sagrados
52861,2939,8,Edad: adulto
52862,2939,15,Escena: simple
52863,2939,4,Género masculino
52864,2939,3,Personaje individual
52865,2939,18,Personajes: profanos
76609,2940,6,Edad: niñez
76610,2940,15,Escena: simple
76611,2940,4,Género masculino
76612,2940,2,Personaje colectivo
76613,2940,10,Personaje: desnudo parcial / total
76614,2940,19,Personajes: sagrados
76615,2940,12,Presencia: niños
69659,2941,8,Edad: adulto
69660,2941,15,Escena: simple
69661,2941,4,Género masculino
69662,2941,3,Personaje individual
69663,2941,18,Personajes: profanos
69717,2942,8,Edad: adulto
69718,2942,15,Escena: simple
69719,2942,4,Género masculino
69720,2942,3,Personaje individual
69721,2942,18,Personajes: profanos
73639,2943,8,Edad: adulto
73640,2943,15,Escena: simple
73641,2943,4,Género masculino
73642,2943,3,Personaje individual
73643,2943,18,Personajes: profanos
55715,2944,8,Edad: adulto
55716,2944,15,Escena: simple
55717,2944,4,Género masculino
55718,2944,3,Personaje individual
55719,2944,18,Personajes: profanos
87329,2945,8,Edad: adulto
87330,2945,15,Escena: simple
87331,2945,4,Género masculino
87332,2945,3,Personaje individual
87333,2945,18,Personajes: profanos
52866,2947,8,Edad: adulto
52867,2947,15,Escena: simple
52868,2947,4,Género masculino
52869,2947,3,Personaje individual
52870,2947,18,Personajes: profanos
73644,2948,8,Edad: adulto
73645,2948,15,Escena: simple
73646,2948,4,Género masculino
73647,2948,3,Personaje individual
73648,2948,18,Personajes: profanos
4976,2950,3,Personaje individual
4977,2950,7,Edad: adolescencia-juventud
4978,2950,15,Escena: simple
4979,2950,19,Personajes: sagrados
55725,2951,8,Edad: adulto
55726,2951,15,Escena: simple
55727,2951,4,Género masculino
55728,2951,3,Personaje individual
55729,2951,18,Personajes: profanos
51238,2952,8,Edad: adulto
51239,2952,15,Escena: simple
51240,2952,4,Género masculino
51241,2952,3,Personaje individual
51242,2952,18,Personajes: profanos
40870,2953,3,Personaje individual
40871,2953,4,Género masculino
40872,2953,8,Edad: adulto
40873,2953,15,Escena: simple
40874,2953,18,Personajes: profanos
31808,2954,3,Personaje individual
31809,2954,4,Género masculino
31810,2954,8,Edad: adulto
31811,2954,15,Escena: simple
31812,2954,18,Personajes: profanos
63180,2958,8,Edad: adulto
63181,2958,15,Escena: simple
63182,2958,5,Género femenino
63183,2958,2,Personaje colectivo
63184,2958,17,Personajes: sagrados y profanos
63185,2958,13,Presencia: animales
73649,2959,8,Edad: adulto
73650,2959,15,Escena: simple
73651,2959,5,Género femenino
73652,2959,3,Personaje individual
73653,2959,18,Personajes: profanos
51243,2960,8,Edad: adulto
51244,2960,15,Escena: simple
51245,2960,4,Género masculino
51246,2960,3,Personaje individual
51247,2960,18,Personajes: profanos
55756,2961,8,Edad: adulto
55757,2961,15,Escena: simple
55758,2961,4,Género masculino
55759,2961,3,Personaje individual
55760,2961,18,Personajes: profanos
54656,2962,8,Edad: adulto
54657,2962,16,Escena: compuesta
54658,2962,14,Género masculino/femenino
54659,2962,2,Personaje colectivo
54660,2962,19,Personajes: sagrados
80230,2963,7,Edad: adolescencia-juventud
80231,2963,6,Edad: niñez
80232,2963,16,Escena: compuesta
80233,2963,14,Género masculino/femenino
80234,2963,2,Personaje colectivo
80235,2963,11,Personaje: contacto corporal
80236,2963,10,Personaje: desnudo parcial / total
80237,2963,19,Personajes: sagrados
80238,2963,12,Presencia: niños
5,2964,5,Género femenino
6,2964,7,Edad: adolescencia-juventud
72732,2964,2,Personaje colectivo
72733,2964,11,Personaje: contacto corporal
72734,2964,19,Personajes: sagrados
72735,2964,12,Presencia: niños
72785,2965,7,Edad: adolescencia-juventud
72786,2965,6,Edad: niñez
72787,2965,15,Escena: simple
72788,2965,14,Género masculino/femenino
72789,2965,2,Personaje colectivo
72790,2965,11,Personaje: contacto corporal
72791,2965,10,Personaje: desnudo parcial / total
72792,2965,19,Personajes: sagrados
72793,2965,12,Presencia: niños
79750,2966,7,Edad: adolescencia-juventud
79751,2966,6,Edad: niñez
79752,2966,16,Escena: compuesta
79753,2966,14,Género masculino/femenino
79754,2966,2,Personaje colectivo
79755,2966,11,Personaje: contacto corporal
79756,2966,10,Personaje: desnudo parcial / total
79757,2966,19,Personajes: sagrados
79758,2966,13,Presencia: animales
79759,2966,12,Presencia: niños
71261,2967,7,Edad: adolescencia-juventud
71262,2967,8,Edad: adulto
71263,2967,9,Edad: anciano
71264,2967,6,Edad: niñez
71265,2967,16,Escena: compuesta
71266,2967,14,Género masculino/femenino
71267,2967,2,Personaje colectivo
71268,2967,11,Personaje: contacto corporal
71269,2967,10,Personaje: desnudo parcial / total
71270,2967,19,Personajes: sagrados
71271,2967,13,Presencia: animales
71272,2967,12,Presencia: niños
81151,2968,8,Edad: adulto
81152,2968,9,Edad: anciano
81153,2968,15,Escena: simple
81154,2968,4,Género masculino
81155,2968,3,Personaje individual
81156,2968,17,Personajes: sagrados y profanos
81168,2969,8,Edad: adulto
81169,2969,15,Escena: simple
81170,2969,4,Género masculino
81171,2969,3,Personaje individual
81172,2969,19,Personajes: sagrados
81157,2970,8,Edad: adulto
81158,2970,9,Edad: anciano
81159,2970,15,Escena: simple
81160,2970,4,Género masculino
81161,2970,3,Personaje individual
81162,2970,17,Personajes: sagrados y profanos
87334,2971,8,Edad: adulto
87335,2971,15,Escena: simple
87336,2971,4,Género masculino
87337,2971,3,Personaje individual
87338,2971,18,Personajes: profanos
53774,2972,9,Edad: anciano
